FechaContable,FechaTransaccion,HoraTransaccion,Empresa,Paradero,StrParadero,Linea,StrLinea,Bus,TipoValidacion,RutaSae,StrRutaSae,Cenefa
2020-11-15,2020-11-15,15:08:17,105,44666,232A06_GM|232A06,725,T16,500030,Transbordo,4184,,232A06
2020-11-15,2020-11-15,15:08:19,105,52928,308A05_TM|308A05_CAI ï¿½amos,1030,740,504377,Transbordo,4509,,308A05
2020-11-15,2020-11-15,15:08:20,105,53242,503A05_TM|503A05_Br. Santa Helenita,1083,402,507097,Transbordo,4788,,503A05
2020-11-15,2020-11-15,15:08:20,105,44666,232A06_GM|232A06,725,T16,500030,Transbordo,4184,,232A06
2020-11-15,2020-11-15,15:08:20,105,44922,124B04_GM|Br. El Cedro - 124B04,976,801_GM,502088,Viaje Inicial,4116,,124B04
2020-11-15,2020-11-15,15:08:21,105,50986,066B05_TM|066B05_Br. Los Laureles,385,539,507011,Transbordo,4362,,066B05
2020-11-15,2020-11-15,15:08:22,105,34316,248A12_GM|248A12 - Br. Diana Turbay Arrayanes,281,577,502141,Transbordo,4177,,248A12
2020-11-15,2020-11-15,15:08:22,105,44922,124B04_GM|Br. El Cedro - 124B04,538,576.,504362,Transbordo,3595,,124B04
2020-11-15,2020-11-15,15:08:23,105,44922,124B04_GM|Br. El Cedro - 124B04,976,801_GM,502088,Transbordo,4116,,124B04
2020-11-15,2020-11-15,15:08:24,105,52848,255A05_TM|255A05_Br. La Riviera,1062,E25,504184,Transbordo,4886,,255A05
2020-11-15,2020-11-15,15:08:25,105,56463,133A01_TM|133A01_Br. Zulima,1083,402,504310,Transbordo,4788,,133A01
2020-11-15,2020-11-15,15:08:25,105,44666,232A06_GM|232A06,725,T16,500030,Transbordo,4184,,232A06
2020-11-15,2020-11-15,15:08:31,105,56463,133A01_TM|133A01_Br. Zulima,1083,402,504310,Transbordo,4788,,133A01
2020-11-15,2020-11-15,15:08:34,105,50986,066B05_TM|066B05_Br. Los Laureles,385,539,507011,Transbordo,4362,,066B05
2020-11-15,2020-11-15,15:08:34,105,50322,109A07_GM|Primavera Norte_109A07,938,614,504319,Transbordo,4066,,109A07
2020-11-15,2020-11-15,15:08:37,105,57959,127A07_TM|127A07_Br. El Tintal Urbano,1030,740,504381,Transbordo,4509,,127A07
2020-11-15,2020-11-15,15:08:37,105,29050,016A09_ET|016A09,385,539,504168,Transbordo,4362,,016A09
2020-11-15,2020-11-15,15:08:38,105,50986,066B05_TM|066B05_Br. Los Laureles,385,539,507011,Transbordo,4362,,066B05
2020-11-15,2020-11-15,15:08:38,105,37924,070A04_GM|Br. Autopista Medellï¿½070A04,385,539,507030,Transbordo,4362,,070A04
2020-11-15,2020-11-15,15:08:39,105,57555,328A00_TM|328A00_Br. Alcï¿½res,1103,SE10,502013,Transbordo,4885,,328A00
2020-11-15,2020-11-15,15:08:44,105,27715,044A05_GM|044A05 - Av. Gonzalo Ariza,103,37,502113,Transbordo,2815,,044A05
2020-11-15,2020-11-15,15:08:44,105,31301,040A05_GM|040A05 - Br. Bosques de Mariana,118,403A,504395,Transbordo,3128,,040A05
2020-11-15,2020-11-15,15:08:45,105,55475,176A13_TM|176A13_Br. La Gloria,1030,740,504375,Transbordo,4509,,176A13
2020-11-15,2020-11-15,15:08:46,105,53597,003A08_TM|003A08_Ciudad Techo II,1030,740,502138,Transbordo,4509,,003A08
2020-11-15,2020-11-15,15:08:47,105,37924,070A04_GM|Br. Autopista Medellï¿½070A04,385,539,507030,Transbordo,4362,,070A04
2020-11-15,2020-11-15,15:08:48,105,44141,207B05_GM|Br. San Antonio Urbano,281,577,504368,Transbordo,4178,,207B05
2020-11-15,2020-11-15,15:08:52,105,55475,176A13_TM|176A13_Br. La Gloria,1030,740,504375,Transbordo,4509,,176A13
2020-11-15,2020-11-15,15:08:54,105,31001,058A10_GM|058A10 - Parroquia Inmaculado Corazï¿½e Mar,281,577,504380,Transbordo,4177,,058A10
2020-11-15,2020-11-15,15:08:59,105,51360,119A04_TM|119A04_ San Fernando Occidental,1062,E25,504213,Transbordo,4886,,119A04
2020-11-15,2020-11-15,15:09:00,105,45606,302B10_MC|302B10_Br. Venecia,281,577,504369,Transbordo,4178,,302B10
2020-11-15,2020-11-15,15:09:00,105,45027,093B10_GM|Br. San Vicente Ferrer,385,539,507036,Transbordo,4361,,093B10
2020-11-15,2020-11-15,15:09:03,105,42585,101A05_GM|Estaciï¿½. Nacional,384,SE14,507045,Viaje Inicial,3833,,101A05
2020-11-15,2020-11-15,15:09:04,105,45606,302B10_MC|302B10_Br. Venecia,281,577,504369,Transbordo,4178,,302B10
2020-11-15,2020-11-15,15:09:05,105,48489,508A13_GM|Br. San Cristï¿½ Sur_508A13,963,SE6_GM,504204,Transbordo,4053,,508A13
2020-11-15,2020-11-15,15:09:07,105,42585,101A05_GM|Estaciï¿½. Nacional,384,SE14,507045,Transbordo,3833,,101A05
2020-11-15,2020-11-15,15:09:07,105,48489,508A13_GM|Br. San Cristï¿½ Sur_508A13,963,SE6_GM,504204,Transbordo,4053,,508A13
2020-11-15,2020-11-15,15:09:08,105,51360,119A04_TM|119A04_ San Fernando Occidental,1062,E25,504213,Transbordo,4886,,119A04
2020-11-15,2020-11-15,15:09:10,105,47261,147B00_GM|147B00_Br La Magdalena,102,142,502072,Transbordo,3400,,147B00
2020-11-15,2020-11-15,15:09:11,105,45606,302B10_MC|302B10_Br. Venecia,281,577,504369,Viaje Inicial,4178,,302B10
2020-11-15,2020-11-15,15:09:11,105,48489,508A13_GM|Br. San Cristï¿½ Sur_508A13,963,SE6_GM,504204,Transbordo,4053,,508A13
2020-11-15,2020-11-15,15:09:16,105,44431,229B00_GM|Clï¿½ca del Niï¿½ 229B00,945,466_GM,504299,Transbordo,4370,,229B00
2020-11-15,2020-11-15,15:09:27,105,29780,103A04_GM|103A04 - CC Metropolis,103,37,502127,Transbordo,2815,,103A04
2020-11-15,2020-11-15,15:09:27,105,271,180A05_GM|180A05 - Br. Palo Blanco,320,C101,502097,Transbordo,3192,,180A05
2020-11-15,2020-11-15,15:09:43,105,28094,177C05_GM|Av. C. Cali - 177C05,154,802,504282,Transbordo,3852,,177C05
2020-11-15,2020-11-15,15:09:47,105,30608,028A09|028A09_MC,154,802,504307,Transbordo,3852,,028A09
2020-11-15,2020-11-15,15:09:47,105,33552,004A13_GM|004A13,963,SE6_GM,504204,Transbordo,4053,,004A13
2020-11-15,2020-11-15,15:09:52,105,33552,004A13_GM|004A13,963,SE6_GM,504204,Transbordo,4053,,004A13
2020-11-15,2020-11-15,15:10:03,105,54133,209D08_TM|209D08_Santa Rosa del Carvajal,1030,740,504382,Transbordo,4509,,209D08
2020-11-15,2020-11-15,15:10:04,105,46963,011B00_TZ|011B00_CAI Santa Isabel,938,614,504401,Transbordo,4066,,011B00
2020-11-15,2020-11-15,15:10:06,105,44514,298B01_CE,195,C25,507068,Transbordo,4679,,298B01
2020-11-15,2020-11-15,15:10:07,105,44991,478B05_GM|Br. ï¿½amos - 478B05,103,37,502078,Transbordo,2815,,478B05
2020-11-15,2020-11-15,15:10:07,105,46963,011B00_TZ|011B00_CAI Santa Isabel,938,614,504401,Transbordo,4066,,011B00
2020-11-15,2020-11-15,15:10:08,105,33552,004A13_GM|004A13,963,SE6_GM,504204,Transbordo,4053,,004A13
2020-11-15,2020-11-15,15:10:11,105,42622,209A00_GM|Colseguros,384,SE14,507033,Transbordo,3832,,209A00
2020-11-15,2020-11-15,15:10:13,105,27688,255A05_GM|Br La Riviera Cl  70B -255A05,963,SE6_GM,504222,Transbordo,4052,,255A05
2020-11-15,2020-11-15,15:10:14,105,44991,478B05_GM|Br. ï¿½amos - 478B05,103,37,502078,Transbordo,2815,,478B05
2020-11-15,2020-11-15,15:10:14,105,57511,304A00_TM|304A00_Clï¿½ca del Country,1057,P500,504217,Transbordo,4646,,304A00
2020-11-15,2020-11-15,15:10:14,105,46963,011B00_TZ|011B00_CAI Santa Isabel,938,614,504401,Transbordo,4066,,011B00
2020-11-15,2020-11-15,15:10:16,105,42622,209A00_GM|Colseguros,384,SE14,507033,Transbordo,3832,,209A00
2020-11-15,2020-11-15,15:10:18,105,44991,478B05_GM|Br. ï¿½amos - 478B05,103,37,502078,Transbordo,2815,,478B05
2020-11-15,2020-11-15,15:10:18,105,57511,304A00_TM|304A00_Clï¿½ca del Country,1057,P500,504217,Transbordo,4646,,304A00
2020-11-15,2020-11-15,15:10:19,105,46963,011B00_TZ|011B00_CAI Santa Isabel,938,614,504401,Transbordo,4066,,011B00
2020-11-15,2020-11-15,15:10:20,105,57960,125A07_TM|125A07_Humedal El Burro,1030,740,504381,Transbordo,4509,,125A07
2020-11-15,2020-11-15,15:10:21,105,44991,478B05_GM|Br. ï¿½amos - 478B05,103,37,502078,Transbordo,2815,,478B05
2020-11-15,2020-11-15,15:10:24,105,34317,251A12_GM|251A12 - Br. San Agust,281,577,502141,Transbordo,4177,,251A12
2020-11-15,2020-11-15,15:10:24,105,34945,411A05_GM|411A05 - Br. Viï¿½el Mar,281,577,504368,Transbordo,4178,,411A05
2020-11-15,2020-11-15,15:10:34,105,44991,478B05_GM|Br. ï¿½amos - 478B05,103,37,502078,Transbordo,2815,,478B05
2020-11-15,2020-11-15,15:10:34,105,44924,441B04_GM|Br. ï¿½amos Norte - 441B04,8,128,504241,Transbordo,3792,,441B04
2020-11-15,2020-11-15,15:10:48,105,57388,244B00_TM|244B00_Pl. Las Nieves,1103,SE10,502018,Viaje Inicial,4885,,244B00
2020-11-15,2020-11-15,15:10:49,105,42623,175A00_GM|Clï¿½ca Mï¿½di,384,SE14,507033,Transbordo,3832,,175A00
2020-11-15,2020-11-15,15:10:50,105,29575,192A00|192A00_Br. Rafael Uribe,234,626B,504059,Transbordo,2154,,192A00
2020-11-15,2020-11-15,15:10:52,105,30608,028A09|028A09_MC,154,802,504307,Transbordo,3852,,028A09
2020-11-15,2020-11-15,15:10:53,105,45006,179B05_GM|Br. Boyac,963,SE6_GM,504432,Transbordo,4052,,179B05
2020-11-15,2020-11-15,15:10:54,105,33565,065A11_GM|065A11 - Br. Restrepo,963,SE6_GM,504339,Transbordo,4053,,065A11
2020-11-15,2020-11-15,15:10:56,105,52932,312A05_TM|312A05_Avenida Ciudad de Cali,1029,17-1,504345,Transbordo,4497,,312A05
2020-11-15,2020-11-15,15:10:56,105,52686,179C05_TM|179C05_Br. Boyac,1103,SE10,502004,Transbordo,4885,,179C05
2020-11-15,2020-11-15,15:10:56,105,29575,192A00|192A00_Br. Rafael Uribe,234,626B,504059,Transbordo,2154,,192A00
2020-11-15,2020-11-15,15:10:57,105,30608,028A09|028A09_MC,154,802,504307,Transbordo,3852,,028A09
2020-11-15,2020-11-15,15:10:57,105,45006,179B05_GM|Br. Boyac,963,SE6_GM,504432,Transbordo,4052,,179B05
2020-11-15,2020-11-15,15:10:58,105,50324,112A07_GM|Br. Primavera Occidental_112A07,938,614,504319,Transbordo,4066,,112A07
2020-11-15,2020-11-15,15:10:59,105,27686,216A05_GM|216A05 - Br Marandï¿½ Cl  63.,154,802,504162,Transbordo,3852,,216A05
2020-11-15,2020-11-15,15:10:59,105,33565,065A11_GM|065A11 - Br. Restrepo,963,SE6_GM,504339,Transbordo,4053,,065A11
2020-11-15,2020-11-15,15:11:00,105,56370,062B01_TM|062B01_IED Friedrich Naumann,1083,402,504310,Viaje Inicial,4788,,062B01
2020-11-15,2020-11-15,15:11:02,105,52039,101B11_TM|101B11_Br. Restrepo Occidental,1030,740,504366,Transbordo,4509,,101B11
2020-11-15,2020-11-15,15:11:02,105,30608,028A09|028A09_MC,154,802,504307,Transbordo,3852,,028A09
2020-11-15,2020-11-15,15:11:03,105,27806,067A05_GM|067A05 - Terminal TUYO,118,403A,504049,Viaje Inicial,3128,,067A05
2020-11-15,2020-11-15,15:11:03,105,33903,097A12_TZ|097A12,154,802,504305,Transbordo,3853,,097A12
2020-11-15,2020-11-15,15:11:04,105,52686,179C05_TM|179C05_Br. Boyac,1103,SE10,502004,Transbordo,4885,,179C05
2020-11-15,2020-11-15,15:11:04,105,29575,192A00|192A00_Br. Rafael Uribe,234,626B,504059,Transbordo,2154,,192A00
2020-11-15,2020-11-15,15:11:05,105,44992,172B05_GM|C.C. Diver Plaza ï¿½amos - 172B05,103,37,502078,Transbordo,2815,,172B05
2020-11-15,2020-11-15,15:11:08,105,52039,101B11_TM|101B11_Br. Restrepo Occidental,1030,740,504366,Transbordo,4509,,101B11
2020-11-15,2020-11-15,15:11:08,105,49717,110B05_CE,195,C25,507063,Transbordo,4679,,110B05
2020-11-15,2020-11-15,15:11:09,105,29575,192A00|192A00_Br. Rafael Uribe,234,626B,504059,Transbordo,2154,,192A00
2020-11-15,2020-11-15,15:11:09,105,34261,342A07_GM|342A07 - Rï¿½Fucha,281,577,502111,Transbordo,4178,,342A07
2020-11-15,2020-11-15,15:11:11,105,49717,110B05_CE,195,C25,507063,Transbordo,4679,,110B05
2020-11-15,2020-11-15,15:11:12,105,34362,112A06_GM|112A06 - Pl. Fundacional  Fontib,725,T16,500032,Transbordo,4184,,112A06
2020-11-15,2020-11-15,15:11:13,105,33903,097A12_TZ|097A12,154,802,504305,Transbordo,3853,,097A12
2020-11-15,2020-11-15,15:11:14,105,49717,110B05_CE,195,C25,507063,Transbordo,4679,,110B05
2020-11-15,2020-11-15,15:11:15,105,57540,315A00_TM|315A00_Centro Comercial Av Chile,1062,E25,504242,Transbordo,4886,,315A00
2020-11-15,2020-11-15,15:11:15,105,45000,176B05_GM|Br. Santa Helenita,154,802,504282,Viaje Inicial,3852,,176B05
2020-11-15,2020-11-15,15:11:16,105,45006,179B05_GM|Br. Boyac,963,SE6_GM,504432,Transbordo,4052,,179B05
2020-11-15,2020-11-15,15:11:17,105,275,182A05_GM|Br. La Estrada - 182A05,320,C101,502097,Transbordo,3192,,182A05
2020-11-15,2020-11-15,15:11:17,105,30972,050A12_GM|Br. Chapinerito_050A12,385,539,507048,Transbordo,4361,,050A12
2020-11-15,2020-11-15,15:11:18,105,52727,188A05_TM|188A05_IED Manuela Ayala de Gait,1083,402,507097,Transbordo,4788,,188A05
2020-11-15,2020-11-15,15:11:18,105,49717,110B05_CE,195,C25,507063,Transbordo,4679,,110B05
2020-11-15,2020-11-15,15:11:20,105,30972,050A12_GM|Br. Chapinerito_050A12,385,539,507048,Transbordo,4361,,050A12
2020-11-15,2020-11-15,15:11:21,105,33903,097A12_TZ|097A12,154,802,504305,Transbordo,3853,,097A12
2020-11-15,2020-11-15,15:11:22,105,49717,110B05_CE,195,C25,507063,Transbordo,4679,,110B05
2020-11-15,2020-11-15,15:11:23,105,30972,050A12_GM|Br. Chapinerito_050A12,385,539,507048,Transbordo,4361,,050A12
2020-11-15,2020-11-15,15:11:24,105,275,182A05_GM|Br. La Estrada - 182A05,320,C101,502097,Transbordo,3192,,182A05
2020-11-15,2020-11-15,15:11:25,105,49717,110B05_CE,195,C25,507063,Transbordo,4679,,110B05
2020-11-15,2020-11-15,15:11:25,105,50325,113A07_GM|Br. Primavera Occidental_113A07,938,614,504319,Transbordo,4066,,113A07
2020-11-15,2020-11-15,15:11:27,105,42588,089A07_GM|Estaciï¿½AD,384,SE14,507045,Transbordo,3833,,089A07
2020-11-15,2020-11-15,15:11:27,105,50325,113A07_GM|Br. Primavera Occidental_113A07,938,614,504319,Transbordo,4066,,113A07
2020-11-15,2020-11-15,15:11:29,105,33903,097A12_TZ|097A12,154,802,504305,Viaje Inicial,3853,,097A12
2020-11-15,2020-11-15,15:11:29,105,49717,110B05_CE,195,C25,507063,Transbordo,4679,,110B05
2020-11-15,2020-11-15,15:11:33,105,33903,097A12_TZ|097A12,154,802,504305,Viaje Inicial,3853,,097A12
2020-11-15,2020-11-15,15:11:34,105,49717,110B05_CE,195,C25,507063,Transbordo,4679,,110B05
2020-11-15,2020-11-15,15:11:34,105,50325,113A07_GM|Br. Primavera Occidental_113A07,938,614,504319,Transbordo,4066,,113A07
2020-11-15,2020-11-15,15:11:36,105,29381,389A00_GM|389A00 - C.C. Morichal,395,Z7,504011,Transbordo,4718,,389A00
2020-11-15,2020-11-15,15:11:42,105,45010,181B05_GM|Br. La Estrada - 181B05,117,674,507047,Transbordo,4193,,181B05
2020-11-15,2020-11-15,15:11:42,105,36009,440A05_GM|Br. El Palmar_440A05,976,801_GM,502099,Transbordo,4116,,440A05
2020-11-15,2020-11-15,15:11:44,105,55302,089A13_TM|089A13_Br. La Gloria Oriental,1030,740,504375,Transbordo,4509,,089A13
2020-11-15,2020-11-15,15:11:44,105,28069,175A05_GM|Pq. Villa Amï¿½a-175A05,118,403A,504395,Transbordo,3128,,175A05
2020-11-15,2020-11-15,15:11:44,105,38389,375B06_GM|Estaciï¿½v. Rojas_375B06,89,/,504312,Transbordo,1217,,375B06
2020-11-15,2020-11-15,15:11:47,105,36009,440A05_GM|Br. El Palmar_440A05,976,801_GM,502099,Transbordo,4116,,440A05
2020-11-15,2020-11-15,15:11:49,105,38389,375B06_GM|Estaciï¿½v. Rojas_375B06,89,/,504312,Viaje Inicial,1217,,375B06
2020-11-15,2020-11-15,15:11:51,105,45031,092B09_GM|Parroquia San Andr,383,806,502151,Viaje Inicial,3122,,092B09
2020-11-15,2020-11-15,15:11:52,105,38389,375B06_GM|Estaciï¿½v. Rojas_375B06,89,/,504312,Transbordo,1217,,375B06
2020-11-15,2020-11-15,15:11:56,105,38389,375B06_GM|Estaciï¿½v. Rojas_375B06,89,/,504312,Viaje Inicial,1217,,375B06
2020-11-15,2020-11-15,15:12:01,105,45001,176C05_GM|Br. Santa Helenita - 176C05,8,128,504338,Viaje Inicial,3791,,176C05
2020-11-15,2020-11-15,15:12:04,105,57639,395A00_TM|395A00_Estaciï¿½alle 72,1062,E25,504347,Viaje Inicial,4886,,395A00
2020-11-15,2020-11-15,15:12:04,105,50353,111A07_GM|San Andresito de la 38_111A07,938,614,504333,Viaje Inicial,4067,,111A07
2020-11-15,2020-11-15,15:12:06,105,41068,001C08_GM|001C08 - Br. Hipotecho Sur,538,576.,504356,Transbordo,3596,,001C08
2020-11-15,2020-11-15,15:12:09,105,45013,182B05_GM|Br. La Estrada - 182B05,117,674,507047,Transbordo,4193,,182B05
2020-11-15,2020-11-15,15:12:10,105,35004,573A08,538,576.,502106,Transbordo,3595,,573A08
2020-11-15,2020-11-15,15:12:11,105,57639,395A00_TM|395A00_Estaciï¿½alle 72,1062,E25,504347,Transbordo,4886,,395A00
2020-11-15,2020-11-15,15:12:11,105,44908,116C04_GM|Br. Bonanza - 116C04,118,403A,504257,Viaje Inicial,3128,,116C04
2020-11-15,2020-11-15,15:12:11,105,50353,111A07_GM|San Andresito de la 38_111A07,938,614,504333,Transbordo,4067,,111A07
2020-11-15,2020-11-15,15:12:15,105,55302,089A13_TM|089A13_Br. La Gloria Oriental,1030,740,504375,Transbordo,4509,,089A13
2020-11-15,2020-11-15,15:12:18,105,34354,124A07_GM|124A07 - Br. Valladolid,281,577,502105,Transbordo,4177,,124A07
2020-11-15,2020-11-15,15:12:18,105,42626,125A00_GM|Estaciï¿½v. El Dorado,384,SE14,507033,Viaje Inicial,3832,,125A00
2020-11-15,2020-11-15,15:12:19,105,44908,116C04_GM|Br. Bonanza - 116C04,118,403A,504257,Transbordo,3128,,116C04
2020-11-15,2020-11-15,15:12:22,105,33905,099A12_TZ|099A12,154,802,504305,Transbordo,3853,,099A12
2020-11-15,2020-11-15,15:12:23,105,44908,116C04_GM|Br. Bonanza - 116C04,118,403A,504257,Transbordo,3128,,116C04
2020-11-15,2020-11-15,15:12:27,105,53088,416A05_TM|416A05_J.A.C. Engativï¿½entro Sede Comunal,1062,E25,504214,Transbordo,4886,,416A05
2020-11-15,2020-11-15,15:12:28,105,44908,116C04_GM|Br. Bonanza - 116C04,118,403A,504257,Transbordo,3128,,116C04
2020-11-15,2020-11-15,15:12:30,105,43,016A00_GM|016A00 - Br. Muequet,102,142,502120,Transbordo,3400,,016A00
2020-11-15,2020-11-15,15:12:31,105,45003,178B05_GM|Br. Santa Helenita - 178B05,154,802,504282,Transbordo,3852,,178B05
2020-11-15,2020-11-15,15:12:32,105,53088,416A05_TM|416A05_J.A.C. Engativï¿½entro Sede Comunal,1062,E25,504214,Transbordo,4886,,416A05
2020-11-15,2020-11-15,15:12:35,105,46513,084B12_TZ|084B12_Br. Sociego Sur,963,SE6_GM,504259,Transbordo,4052,,084B12
2020-11-15,2020-11-15,15:12:40,105,53957,159D08_TM|159D08_Plaza de las Amï¿½cas,1030,740,504382,Transbordo,4509,,159D08
2020-11-15,2020-11-15,15:12:40,105,45986,015B09_GM|.015B09_Avenida 1 de Mayo,383,806,502117,Transbordo,3123,,015B09
2020-11-15,2020-11-15,15:12:43,105,30934,082A11_GM|082A11 - IED San Benito Abad,117,674,507014,Transbordo,4193,,082A11
2020-11-15,2020-11-15,15:12:44,105,50987,066C05_TM|066C05_Br. Los Laureles,195,C25,507063,Transbordo,4679,,066C05
2020-11-15,2020-11-15,15:12:44,105,50697,286A00_GM|Br. Chico Norte_286A00,976,801_GM,502100,Transbordo,4116,,286A00
2020-11-15,2020-11-15,15:12:48,105,36926,021A01_ce|021A01,195,C25,507068,Transbordo,4679,,021A01
2020-11-15,2020-11-15,15:12:49,105,30934,082A11_GM|082A11 - IED San Benito Abad,117,674,507014,Transbordo,4193,,082A11
2020-11-15,2020-11-15,15:12:51,105,36926,021A01_ce|021A01,195,C25,507068,Transbordo,4679,,021A01
2020-11-15,2020-11-15,15:12:52,105,52935,315A05_TM|315A05_Br. Isabela,1099,359,500020,Transbordo,4859,,315A05
2020-11-15,2020-11-15,15:12:53,105,30934,082A11_GM|082A11 - IED San Benito Abad,117,674,507014,Transbordo,4193,,082A11
2020-11-15,2020-11-15,15:12:53,105,30609,050A10|050A10_MC,154,802,504307,Transbordo,3852,,050A10
2020-11-15,2020-11-15,15:12:55,105,52363,064B05_TM|064B05_Br. Bonaire,1030,740,504360,Transbordo,4509,,064B05
2020-11-15,2020-11-15,15:12:55,105,57640,398A00_TM|398A00_Br. Porciï¿½ncula,1062,E25,504242,Viaje Inicial,4886,,398A00
2020-11-15,2020-11-15,15:12:56,105,30934,082A11_GM|082A11 - IED San Benito Abad,117,674,507014,Transbordo,4193,,082A11
2020-11-15,2020-11-15,15:12:57,105,30609,050A10|050A10_MC,154,802,504307,Transbordo,3852,,050A10
2020-11-15,2020-11-15,15:12:59,105,30934,082A11_GM|082A11 - IED San Benito Abad,117,674,507014,Transbordo,4193,,082A11
2020-11-15,2020-11-15,15:13:00,105,52363,064B05_TM|064B05_Br. Bonaire,1030,740,504360,Transbordo,4509,,064B05
2020-11-15,2020-11-15,15:13:00,105,57640,398A00_TM|398A00_Br. Porciï¿½ncula,1062,E25,504242,Transbordo,4886,,398A00
2020-11-15,2020-11-15,15:13:02,105,27717,260A05_GM|260A05 - Br. San Antonio Engativ,234,626B,502014,Transbordo,2154,,260A05
2020-11-15,2020-11-15,15:13:05,105,45640,112B09_GM|Calle 40 Sur,383,806,502151,Transbordo,3122,,112B09
2020-11-15,2020-11-15,15:13:05,105,29723,257A05_GM|Br. Villa Amalia-257A05,963,SE6_GM,504222,Transbordo,4052,,257A05
2020-11-15,2020-11-15,15:13:08,105,29240,014A11_GC|014A11 - Br. San Antonio Cl 7 Sur,963,SE6_GM,504339,Viaje Inicial,4053,,014A11
2020-11-15,2020-11-15,15:13:09,105,45640,112B09_GM|Calle 40 Sur,383,806,502151,Transbordo,3122,,112B09
2020-11-15,2020-11-15,15:13:13,105,45640,112B09_GM|Calle 40 Sur,383,806,502151,Transbordo,3122,,112B09
2020-11-15,2020-11-15,15:13:14,105,53326,039A12_TM|039A12_IED Miguel de Cervantes,1132,950,504326,Transbordo,4980,,039A12
2020-11-15,2020-11-15,15:13:16,105,45640,112B09_GM|Calle 40 Sur,383,806,502151,Transbordo,3122,,112B09
2020-11-15,2020-11-15,15:13:20,105,53326,039A12_TM|039A12_IED Miguel de Cervantes,1132,950,504326,Transbordo,4980,,039A12
2020-11-15,2020-11-15,15:13:22,105,30610,001A10|001A10_MC,154,802,504307,Transbordo,3852,,001A10
2020-11-15,2020-11-15,15:13:30,105,56588,172B01_TM|172B01_C.C. Paseo Real,1083,402,504244,Viaje Inicial,4788,,172B01
2020-11-15,2020-11-15,15:13:30,105,34263,127A07_GM|127A07 - Br. El Tintal Urbano,281,577,502111,Transbordo,4178,,127A07
2020-11-15,2020-11-15,15:13:34,105,52687,180A05_TM|180A05_Br. Palo Blanco,1099,359,500057,Transbordo,4859,,180A05
2020-11-15,2020-11-15,15:13:35,105,55200,018A13_TM|018A13_Cl 41 A Bis Sur,1030,740,504375,Transbordo,4509,,018A13
2020-11-15,2020-11-15,15:13:35,105,51329,104A09_TM|104A09_Br. Provivienda Occidental,1030,740,504394,Transbordo,4509,,104A09
2020-11-15,2020-11-15,15:13:37,105,55056,077A10_TM|077A10_Br. Santander,1030,740,504366,Transbordo,4509,,077A10
2020-11-15,2020-11-15,15:13:37,105,45014,183B05_GM|Br. Ferias - 183B05,117,674,507047,Transbordo,4193,,183B05
2020-11-15,2020-11-15,15:13:38,105,51329,104A09_TM|104A09_Br. Provivienda Occidental,1030,740,504394,Transbordo,4509,,104A09
2020-11-15,2020-11-15,15:13:44,105,50987,066C05_TM|066C05_Br. Los Laureles,195,C25,507063,Transbordo,4679,,066C05
2020-11-15,2020-11-15,15:13:44,105,34271,203A08_GM|203A08 - Clï¿½ca Kennedy,281,577,504370,Transbordo,4178,,203A08
2020-11-15,2020-11-15,15:13:46,105,51466,157C04_TM|157C04_Br. Las Ferias,1062,E25,504213,Transbordo,4886,,157C04
2020-11-15,2020-11-15,15:13:47,105,50987,066C05_TM|066C05_Br. Los Laureles,195,C25,507063,Transbordo,4679,,066C05
2020-11-15,2020-11-15,15:13:48,105,51466,157C04_TM|157C04_Br. Las Ferias,1062,E25,504213,Transbordo,4886,,157C04
2020-11-15,2020-11-15,15:13:48,105,46513,084B12_TZ|084B12_Br. Sociego Sur,963,SE6_GM,504259,Transbordo,4052,,084B12
2020-11-15,2020-11-15,15:13:50,105,50987,066C05_TM|066C05_Br. Los Laureles,195,C25,507063,Transbordo,4679,,066C05
2020-11-15,2020-11-15,15:13:50,105,34271,203A08_GM|203A08 - Clï¿½ca Kennedy,281,577,504370,Transbordo,4178,,203A08
2020-11-15,2020-11-15,15:13:52,105,45015,183C05_GM|Br. Ferias - 183C05,118,403A,502109,Viaje Inicial,3128,,183C05
2020-11-15,2020-11-15,15:13:53,105,50987,066C05_TM|066C05_Br. Los Laureles,195,C25,507063,Transbordo,4679,,066C05
2020-11-15,2020-11-15,15:13:54,105,155,019A00_GM|019A00 - IED Alemania Solidaria,102,142,502120,Transbordo,3400,,019A00
2020-11-15,2020-11-15,15:13:57,105,52307,028A05_TM|028A05_Homecenter,1030,740,504361,Transbordo,4509,,028A05
2020-11-15,2020-11-15,15:13:59,105,45015,183C05_GM|Br. Ferias - 183C05,118,403A,502109,Viaje Inicial,3128,,183C05
2020-11-15,2020-11-15,15:13:59,105,38809,292A08_MC|292A08 - BOSA SANTAFE,538,576.,502106,Transbordo,3595,,292A08
2020-11-15,2020-11-15,15:14:01,105,52307,028A05_TM|028A05_Homecenter,1030,740,504361,Transbordo,4509,,028A05
2020-11-15,2020-11-15,15:14:02,105,48657,010B12_GM|C.C. Altavista_010B12,938,614,504187,Viaje Inicial,4067,,010B12
2020-11-15,2020-11-15,15:14:03,105,52652,174B05_TM|174B05_Pq. Pï¿½blico Plazuelas del Virrey,1062,E25,504184,Transbordo,4886,,174B05
2020-11-15,2020-11-15,15:14:05,105,56558,169B01_TM|169B01_Fundaciï¿½agrado Coraz,1083,402,507113,Transbordo,4788,,169B01
