FechaContable,FechaTransaccion,HoraTransaccion,Empresa,Paradero,StrParadero,Linea,StrLinea,Bus,TipoValidacion,RutaSae,StrRutaSae,Cenefa
2020-11-15,2020-11-15,05:46:28,105,27711,111A05_GM|111A05 - U.M. Emaus Hospital Engativ,384,SE14,507104,Transbordo,3833,,111A05
2020-11-15,2020-11-15,05:46:29,105,30972,050A12_GM|Br. Chapinerito_050A12,385,539,507053,Transbordo,4361,,050A12
2020-11-15,2020-11-15,05:46:34,105,30972,050A12_GM|Br. Chapinerito_050A12,385,539,507053,Transbordo,4361,,050A12
2020-11-15,2020-11-15,05:46:36,105,53324,038A12_TM|038A12_C.C. Santa Librada,1132,950,504014,Transbordo,4981,,038A12
2020-11-15,2020-11-15,05:46:38,105,52734,195A05_TM|195A05_IED Antonio Nariï¿½ede A,1083,402,507001,Transbordo,4788,,195A05
2020-11-15,2020-11-15,05:46:39,105,53324,038A12_TM|038A12_C.C. Santa Librada,1132,950,504014,Transbordo,4981,,038A12
2020-11-15,2020-11-15,05:46:42,105,53324,038A12_TM|038A12_C.C. Santa Librada,1132,950,504014,Transbordo,4981,,038A12
2020-11-15,2020-11-15,05:46:51,105,33907,107A12_TZ|107A12,154,802,504224,Transbordo,3853,,107A12
2020-11-15,2020-11-15,05:46:51,105,35822,237A12_TZ|237A12,938,614,504271,Transbordo,4067,,237A12
2020-11-15,2020-11-15,05:46:52,105,45991,050B10_GM|Br. Rincï¿½e Venecia,383,806,502116,Transbordo,3123,,050B10
2020-11-15,2020-11-15,05:46:54,105,57373,236A00_TM|236A00_Br. Sucre,1103,SE10,502018,Viaje Inicial,4885,,236A00
2020-11-15,2020-11-15,05:46:58,105,34362,112A06_GM|112A06 - Pl. Fundacional  Fontib,74,12,502008,Viaje Inicial,4180,,112A06
2020-11-15,2020-11-15,05:46:59,105,28279,202A05_GM|202A05 - Portal de Santa Inï¿½,945,466_GM,507092,Transbordo,4369,,202A05
2020-11-15,2020-11-15,05:47:03,105,52806,222A05_TM|222A05_Hospital de Engativï¿½maï¿½s,1030,740,504368,Viaje Inicial,4509,,222A05
2020-11-15,2020-11-15,05:47:06,105,50350,008A00_GM|Estacion Comuneros_008A00,938,614,504302,Viaje Inicial,4067,,008A00
2020-11-15,2020-11-15,05:47:07,105,927,076A08_ET|076A08,963,SE6_GM,504149,Transbordo,4052,,076A08
2020-11-15,2020-11-15,05:47:10,105,52806,222A05_TM|222A05_Hospital de Engativï¿½maï¿½s,1030,740,504368,Transbordo,4509,,222A05
2020-11-15,2020-11-15,05:47:10,105,53021,075A06_TM|075A06_CIAC,1057,P500,504217,Transbordo,4646,,075A06
2020-11-15,2020-11-15,05:47:16,105,53320,036A12_TM|036A12_Br. Santa Librada,1132,950,504014,Transbordo,4981,,036A12
2020-11-15,2020-11-15,05:47:21,105,55371,100A13_TM|100A13_Hsp. San Cristï¿½,1030,740,502087,Transbordo,4509,,100A13
2020-11-15,2020-11-15,05:47:24,105,55371,100A13_TM|100A13_Hsp. San Cristï¿½,1030,740,502087,Viaje Inicial,4509,,100A13
2020-11-15,2020-11-15,05:47:26,105,57307,216A00_TM|216A00_Universidad Militar Nueva Granada,1083,402,507075,Transbordo,4788,,216A00
2020-11-15,2020-11-15,05:47:32,105,29187,192A05_GM|192A05 - CAI Villa Luz,395,Z7,504011,Transbordo,4718,,192A05
2020-11-15,2020-11-15,05:47:36,105,52358,060A05_TM|060A05_Defensa Civil Santa Helenita,1083,402,507001,Transbordo,4788,,060A05
2020-11-15,2020-11-15,05:47:40,105,37942,421A12_GM|Br. La Reforma_421A12,117,674,507025,Transbordo,4192,,421A12
2020-11-15,2020-11-15,05:47:40,105,33752,TZ-109A12,154,802,504224,Transbordo,3853,,109A12
2020-11-15,2020-11-15,05:47:42,105,33752,TZ-109A12,154,802,504224,Transbordo,3853,,109A12
2020-11-15,2020-11-15,05:47:45,105,34369,404A06_GM|404A06 - Urb. Industrial San Pedro,725,T16,500012,Transbordo,4184,,404A06
2020-11-15,2020-11-15,05:47:46,105,33752,TZ-109A12,154,802,504224,Transbordo,3853,,109A12
2020-11-15,2020-11-15,05:47:47,105,42580,112A05_GM|Calle 63,384,SE14,507026,Transbordo,3833,,112A05
2020-11-15,2020-11-15,05:47:48,105,29465,333A05_GM|333A05 - PARQUE LA CLARITA,89,/,524010,Transbordo,1217,,333A05
2020-11-15,2020-11-15,05:47:52,105,33752,TZ-109A12,154,802,504224,Transbordo,3853,,109A12
2020-11-15,2020-11-15,05:47:59,105,44680,022A07_GM|022A07,725,T16,500007,Transbordo,4184,,022A07
2020-11-15,2020-11-15,05:47:59,105,50484,340A12_GM,938,614,504271,Transbordo,4067,,340A12
2020-11-15,2020-11-15,05:48:02,105,27683,064A05_GM|064A05 - Br Bonaire Cl 64_,118,403A,502109,Viaje Inicial,3128,,064A05
2020-11-15,2020-11-15,05:48:03,105,50484,340A12_GM,938,614,504271,Transbordo,4067,,340A12
2020-11-15,2020-11-15,05:48:05,105,27683,064A05_GM|064A05 - Br Bonaire Cl 64_,118,403A,502109,Transbordo,3128,,064A05
2020-11-15,2020-11-15,05:48:06,105,30973,056A12_GM|Br. Gran Yomasa_056A12,385,539,507053,Transbordo,4361,,056A12
2020-11-15,2020-11-15,05:48:07,105,50484,340A12_GM,938,614,504271,Transbordo,4067,,340A12
2020-11-15,2020-11-15,05:48:11,105,50484,340A12_GM,938,614,504271,Transbordo,4067,,340A12
2020-11-15,2020-11-15,05:48:14,105,27721,173A05_GM|Br. ï¿½amos - 173A05,538,576.,502088,Transbordo,3596,,173A05
2020-11-15,2020-11-15,05:48:16,105,27717,260A05_GM|260A05 - Br. San Antonio Engativ,103,37,502147,Transbordo,2815,,260A05
2020-11-15,2020-11-15,05:48:18,105,28069,175A05_GM|Pq. Villa Amï¿½a-175A05,8,128,504188,Transbordo,3791,,175A05
2020-11-15,2020-11-15,05:48:19,105,44994,170B05_GM|Br. Zarzamora - 170B05,154,802,504277,Transbordo,3852,,170B05
2020-11-15,2020-11-15,05:48:19,105,27721,173A05_GM|Br. ï¿½amos - 173A05,538,576.,502088,Transbordo,3596,,173A05
2020-11-15,2020-11-15,05:48:23,105,54477,429A08_TM|429A08_Unidad Francisco Josï¿½e Caldas,1030,740,504363,Transbordo,4509,,429A08
2020-11-15,2020-11-15,05:48:24,105,44994,170B05_GM|Br. Zarzamora - 170B05,154,802,504277,Transbordo,3852,,170B05
2020-11-15,2020-11-15,05:48:26,105,44693,241B00_GM|241B00,725,T16,500010,Viaje Inicial,4184,,241B00
2020-11-15,2020-11-15,05:48:29,105,45676,194B06_GM|Br. Franco,154,802,504311,Transbordo,3853,,194B06
2020-11-15,2020-11-15,05:48:32,105,30972,050A12_GM|Br. Chapinerito_050A12,117,674,507025,Transbordo,4192,,050A12
2020-11-15,2020-11-15,05:48:33,105,47260,347B00_GM|347B00_Br Teusaquillo,102,142,504155,Viaje Inicial,3400,,347B00
2020-11-15,2020-11-15,05:48:36,105,47260,347B00_GM|347B00_Br Teusaquillo,102,142,504155,Viaje Inicial,3400,,347B00
2020-11-15,2020-11-15,05:48:36,105,30972,050A12_GM|Br. Chapinerito_050A12,117,674,507025,Transbordo,4192,,050A12
2020-11-15,2020-11-15,05:48:38,105,33908,157A12_TZ|157A12,154,802,504224,Transbordo,3853,,157A12
2020-11-15,2020-11-15,05:48:41,105,48441,PA48441|Br. Sabana del Dorado_070B05,102,142,502127,Transbordo,3400,,070B05
2020-11-15,2020-11-15,05:48:41,105,30998,060A11_GM|060A11 - IED Rafael Uribe,320,C101,504356,Viaje Inicial,3193,,060A11
2020-11-15,2020-11-15,05:48:43,105,29674,354C00_GM|354C00,395,Z7,504061,Viaje Inicial,4718,,354C00
2020-11-15,2020-11-15,05:48:45,105,42893,255A06_GM|255A06,658,TC6,504388,Transbordo,2348,,255A06
2020-11-15,2020-11-15,05:48:49,105,27718,263A05_GM|263A05 - Salï¿½omunal Urbanizaciï¿½l Virrey,103,37,502147,Transbordo,2815,,263A05
2020-11-15,2020-11-15,05:48:49,105,48051,159D08_GM|159D08_Plaza de las Amï¿½cas,281,577,502105,Transbordo,4177,,159D08
2020-11-15,2020-11-15,05:48:51,105,29188,193A05_GM|193A05 - Br Santa Cecilia,395,Z7,504011,Transbordo,4718,,193A05
2020-11-15,2020-11-15,05:48:53,105,30972,050A12_GM|Br. Chapinerito_050A12,117,674,507025,Transbordo,4192,,050A12
2020-11-15,2020-11-15,05:48:56,105,48051,159D08_GM|159D08_Plaza de las Amï¿½cas,281,577,502105,Transbordo,4177,,159D08
2020-11-15,2020-11-15,05:48:58,105,50484,340A12_GM,938,614,504271,Transbordo,4067,,340A12
2020-11-15,2020-11-15,05:49:01,105,56998,101A00_TM|101A00_Br. La Esperanza,1057,P500,504303,Transbordo,4646,,101A00
2020-11-15,2020-11-15,05:49:01,105,27715,044A05_GM|044A05 - Av. Gonzalo Ariza,234,626B,504055,Transbordo,2154,,044A05
2020-11-15,2020-11-15,05:49:03,105,48051,159D08_GM|159D08_Plaza de las Amï¿½cas,281,577,502105,Transbordo,4177,,159D08
2020-11-15,2020-11-15,05:49:06,105,48051,159D08_GM|159D08_Plaza de las Amï¿½cas,281,577,502105,Transbordo,4177,,159D08
2020-11-15,2020-11-15,05:49:06,105,27790,115A04_GM|115A04 - Br. Santa Mar,383,806,502115,Viaje Inicial,3122,,115A04
2020-11-15,2020-11-15,05:49:07,105,53315,032A12_TM|032A12_Br. Barranquillita,1132,950,504014,Transbordo,4981,,032A12
2020-11-15,2020-11-15,05:49:09,105,56777,248B01_TM|248B01_Br. Ginebra,1083,402,507000,Viaje Inicial,4788,,248B01
2020-11-15,2020-11-15,05:49:09,105,48051,159D08_GM|159D08_Plaza de las Amï¿½cas,281,577,502105,Transbordo,4177,,159D08
2020-11-15,2020-11-15,05:49:22,105,45027,093B10_GM|Br. San Vicente Ferrer,383,806,502101,Viaje Inicial,3122,,093B10
2020-11-15,2020-11-15,05:49:24,105,50984,066A05_TM|066A05_Br. Los Laureles,102,142,502127,Transbordo,3400,,066A05
2020-11-15,2020-11-15,05:49:26,105,27681,070A05_GM|070A05 - Br. Sabana del Dorado Cl  63B,384,SE14,507104,Viaje Inicial,3833,,070A05
2020-11-15,2020-11-15,05:49:29,105,45676,194B06_GM|Br. Franco,385,539,507036,Viaje Inicial,4361,,194B06
2020-11-15,2020-11-15,05:49:36,105,30973,056A12_GM|Br. Gran Yomasa_056A12,117,674,507025,Transbordo,4192,,056A12
2020-11-15,2020-11-15,05:49:38,105,29185,189A05_GM|189A05 - IED Antonio Nariï¿½ede A,89,/,524010,Viaje Inicial,1217,,189A05
2020-11-15,2020-11-15,05:49:40,105,29049,062A09_ET|062A09,154,802,504305,Viaje Inicial,3852,,062A09
2020-11-15,2020-11-15,05:49:41,105,47178,169B01_GM|169B01_Fundaciï¿½agrado Coraz,118,403A,504257,Viaje Inicial,3128,,169B01
2020-11-15,2020-11-15,05:49:43,105,30973,056A12_GM|Br. Gran Yomasa_056A12,117,674,507025,Transbordo,4192,,056A12
2020-11-15,2020-11-15,05:49:45,105,31000,060A10_GM|060A10 - C.C. La Estrella,117,674,507017,Transbordo,4192,,060A10
2020-11-15,2020-11-15,05:49:48,105,30904,004A05_GM|004A05 - Pq La Esmeralda,117,674,507014,Transbordo,4193,,004A05
2020-11-15,2020-11-15,05:49:55,105,44989,174B05_GM|Pq. Pï¿½blico Plazuelas del Virrey-174B05.,103,37,502147,Viaje Inicial,2815,,174B05
2020-11-15,2020-11-15,05:49:56,105,52369,070A05_TM|070A05_Br. Sabana del Dorado,1030,740,504368,Viaje Inicial,4509,,070A05
2020-11-15,2020-11-15,05:49:56,105,34340,159A08_GM|159A08 - Br. Provivienda Oriental,538,576.,502117,Transbordo,3596,,159A08
2020-11-15,2020-11-15,05:49:59,105,44989,174B05_GM|Pq. Pï¿½blico Plazuelas del Virrey-174B05.,103,37,502147,Transbordo,2815,,174B05
2020-11-15,2020-11-15,05:50:05,105,896,073A08_ET|073A08,963,SE6_GM,504149,Transbordo,4052,,073A08
2020-11-15,2020-11-15,05:50:09,105,896,073A08_ET|073A08,963,SE6_GM,504149,Transbordo,4052,,073A08
2020-11-15,2020-11-15,05:50:12,105,27791,114A04_GM|114A04 - Br. Tabora Kr 77A,383,806,502115,Transbordo,3122,,114A04
2020-11-15,2020-11-15,05:50:26,105,52848,255A05_TM|255A05_Br. La Riviera,1062,E25,504147,Transbordo,4886,,255A05
2020-11-15,2020-11-15,05:50:32,105,52848,255A05_TM|255A05_Br. La Riviera,1062,E25,504147,Transbordo,4886,,255A05
2020-11-15,2020-11-15,05:50:34,105,27791,114A04_GM|114A04 - Br. Tabora Kr 77A,383,806,502115,Transbordo,3122,,114A04
2020-11-15,2020-11-15,05:50:37,105,55902,495A13_TM|495A13_IED Nueva Roma,1030,740,504355,Transbordo,4509,,495A13
2020-11-15,2020-11-15,05:50:37,105,48579,117B08|IED Kennedy - 117B08,281,577,502105,Transbordo,4177,,117B08
2020-11-15,2020-11-15,05:50:37,105,27791,114A04_GM|114A04 - Br. Tabora Kr 77A,383,806,502115,Transbordo,3122,,114A04
2020-11-15,2020-11-15,05:50:39,105,40302,272A01_GM|272A01,395,Z7,504052,Transbordo,4718,,272A01
2020-11-15,2020-11-15,05:50:44,105,55902,495A13_TM|495A13_IED Nueva Roma,1030,740,504355,Transbordo,4509,,495A13
2020-11-15,2020-11-15,05:50:46,105,44697,665A00_GM|665A00,725,T16,500010,Viaje Inicial,4184,,665A00
2020-11-15,2020-11-15,05:50:46,105,33573,013A11_GM|013A11 - Br. La Fraguita,938,614,504333,Transbordo,4066,,013A11
2020-11-15,2020-11-15,05:50:47,105,34946,168A05_GM|168A05 - AC 26,281,577,504360,Viaje Inicial,4178,,168A05
2020-11-15,2020-11-15,05:50:48,105,42895,253A06_GM|253A06,658,TC6,504388,Transbordo,2348,,253A06
2020-11-15,2020-11-15,05:50:51,105,34946,168A05_GM|168A05 - AC 26,281,577,504360,Viaje Inicial,4178,,168A05
2020-11-15,2020-11-15,05:50:53,105,52433,098A05_TM|098A05_Br. Normand,1029,17-1,504198,Viaje Inicial,4497,,098A05
2020-11-15,2020-11-15,05:50:53,105,36010,441A05_GM,976,801_GM,502100,Transbordo,4117,,441A05
2020-11-15,2020-11-15,05:50:56,105,52433,098A05_TM|098A05_Br. Normand,1029,17-1,504198,Viaje Inicial,4497,,098A05
2020-11-15,2020-11-15,05:50:56,105,50986,066B05_TM|066B05_Br. Los Laureles,1030,740,504368,Transbordo,4509,,066B05
2020-11-15,2020-11-15,05:50:58,105,36010,441A05_GM,976,801_GM,502100,Transbordo,4117,,441A05
2020-11-15,2020-11-15,05:50:59,105,52443,110B05_TM|110B05_Br. Sabana del Dorado,1103,SE10,502055,Transbordo,4885,,110B05
2020-11-15,2020-11-15,05:51:01,105,52433,098A05_TM|098A05_Br. Normand,1029,17-1,504198,Viaje Inicial,4497,,098A05
2020-11-15,2020-11-15,05:51:01,105,50986,066B05_TM|066B05_Br. Los Laureles,1030,740,504368,Transbordo,4509,,066B05
2020-11-15,2020-11-15,05:51:01,105,50255,524A12_GM|Urb. Rincï¿½e Bolonia_524A12,938,614,504279,Transbordo,4067,,524A12
2020-11-15,2020-11-15,05:51:04,105,52433,098A05_TM|098A05_Br. Normand,1029,17-1,504198,Viaje Inicial,4497,,098A05
2020-11-15,2020-11-15,05:51:06,105,50255,524A12_GM|Urb. Rincï¿½e Bolonia_524A12,938,614,504279,Transbordo,4067,,524A12
2020-11-15,2020-11-15,05:51:07,105,52433,098A05_TM|098A05_Br. Normand,1029,17-1,504198,Viaje Inicial,4497,,098A05
2020-11-15,2020-11-15,05:51:12,105,50255,524A12_GM|Urb. Rincï¿½e Bolonia_524A12,938,614,504279,Transbordo,4067,,524A12
2020-11-15,2020-11-15,05:51:13,105,48660,042B12_GM|Br. Gran Yomasa-042B12,385,539,507053,Transbordo,4361,,042B12
2020-11-15,2020-11-15,05:51:14,105,44607,159A06_GM|Br. Villa Carmenza,74,12,502003,Transbordo,4180,,159A06
2020-11-15,2020-11-15,05:51:17,105,48660,042B12_GM|Br. Gran Yomasa-042B12,385,539,507053,Viaje Inicial,4361,,042B12
2020-11-15,2020-11-15,05:51:18,105,32726,TZ_061A12,154,802,504224,Transbordo,3853,,061A12
2020-11-15,2020-11-15,05:51:18,105,50255,524A12_GM|Urb. Rincï¿½e Bolonia_524A12,938,614,504279,Transbordo,4067,,524A12
2020-11-15,2020-11-15,05:51:20,105,48660,042B12_GM|Br. Gran Yomasa-042B12,385,539,507053,Transbordo,4361,,042B12
2020-11-15,2020-11-15,05:51:24,105,28106,074A04_GM|Br. San Fernando - 074A04,8,128,504199,Transbordo,3791,,074A04
2020-11-15,2020-11-15,05:51:25,105,48660,042B12_GM|Br. Gran Yomasa-042B12,385,539,507053,Transbordo,4361,,042B12
2020-11-15,2020-11-15,05:51:28,105,52691,181B05_TM|181B05_Br. La Estrada,1083,402,507001,Transbordo,4788,,181B05
2020-11-15,2020-11-15,05:51:29,105,47648,185B08_GM,538,576.,502117,Viaje Inicial,3596,,185B08
2020-11-15,2020-11-15,05:51:33,105,29187,192A05_GM|192A05 - CAI Villa Luz,89,/,524010,Transbordo,1217,,192A05
2020-11-15,2020-11-15,05:51:39,105,52309,030A05_TM|030A05_Jugos California,1030,740,504375,Viaje Inicial,4509,,030A05
2020-11-15,2020-11-15,05:51:49,105,51578,226A04_TM|226A04_Br. San Fernando Occidental,1062,E25,504139,Transbordo,4886,,226A04
2020-11-15,2020-11-15,05:51:50,105,48659,040B12_GM|IED Miguel de Cervantes-040B12,385,539,507053,Transbordo,4361,,040B12
2020-11-15,2020-11-15,05:51:51,105,44139,064B05_GM|Br Bonaire Cl 64,384,SE14,507104,Transbordo,3833,,064B05
2020-11-15,2020-11-15,05:51:55,105,42896,258A06_GM|258A06,658,TC6,504388,Transbordo,2348,,258A06
2020-11-15,2020-11-15,05:51:56,105,52694,182B05_TM|182B05_Br. La Estrada,1083,402,507001,Transbordo,4788,,182B05
2020-11-15,2020-11-15,05:51:56,105,33568,010A08_GM|010A08 - Pq. Girasol,963,SE6_GM,504149,Transbordo,4052,,010A08
2020-11-15,2020-11-15,05:51:59,105,42896,258A06_GM|258A06,658,TC6,504388,Transbordo,2348,,258A06
2020-11-15,2020-11-15,05:52:04,105,42896,258A06_GM|258A06,658,TC6,504388,Transbordo,2348,,258A06
2020-11-15,2020-11-15,05:52:06,105,27792,113A04_GM|113A04 - Br. Tabora,383,806,502115,Transbordo,3122,,113A04
2020-11-15,2020-11-15,05:52:28,105,48659,040B12_GM|IED Miguel de Cervantes-040B12,385,539,507053,Transbordo,4361,,040B12
2020-11-15,2020-11-15,05:52:29,105,52638,168A05_TM|168A05_Avenida Calle 26,1030,740,504375,Viaje Inicial,4509,,168A05
2020-11-15,2020-11-15,05:52:32,105,34317,251A12_GM|251A12 - Br. San Agust,938,614,504271,Transbordo,4067,,251A12
2020-11-15,2020-11-15,05:52:33,105,44608,163A06_GM|Br. El Carmen Fontib,74,12,502003,Transbordo,4180,,163A06
2020-11-15,2020-11-15,05:52:33,105,33575,015A11_GM|015A11 - Br. Restrepo Occidental,938,614,504333,Transbordo,4066,,015A11
2020-11-15,2020-11-15,05:52:34,105,52638,168A05_TM|168A05_Avenida Calle 26,1030,740,504375,Viaje Inicial,4509,,168A05
2020-11-15,2020-11-15,05:52:35,105,34317,251A12_GM|251A12 - Br. San Agust,938,614,504271,Transbordo,4067,,251A12
2020-11-15,2020-11-15,05:52:35,105,50257,523A12_GM|Br.Rosales de Bolonia.523A12,938,614,504279,Transbordo,4067,,523A12
2020-11-15,2020-11-15,05:52:39,105,52717,183B05_TM|183B05_Br. Ferias,1083,402,507001,Viaje Inicial,4788,,183B05
2020-11-15,2020-11-15,05:52:40,105,34317,251A12_GM|251A12 - Br. San Agust,938,614,504271,Transbordo,4067,,251A12
2020-11-15,2020-11-15,05:52:42,105,52717,183B05_TM|183B05_Br. Ferias,1083,402,507001,Transbordo,4788,,183B05
2020-11-15,2020-11-15,05:52:44,105,44902,118C04_GM|Br. Las Ferias - 118C04,320,C101,502097,Viaje Inicial,3193,,118C04
2020-11-15,2020-11-15,05:52:46,105,34317,251A12_GM|251A12 - Br. San Agust,938,614,504271,Transbordo,4067,,251A12
2020-11-15,2020-11-15,05:52:47,105,34343,107A08_GM|107A08 - Cl 35A Sur,281,577,502105,Viaje Inicial,4177,,107A08
2020-11-15,2020-11-15,05:52:58,105,27793,309A04_GM|309A04 - Av C Cali_Br. Almer,383,806,502115,Transbordo,3122,,309A04
2020-11-15,2020-11-15,05:53:03,105,42590,069A07_GM|Estaciï¿½aloquemao,384,SE14,507026,Transbordo,3833,,069A07
2020-11-15,2020-11-15,05:53:08,105,57540,315A00_TM|315A00_Centro Comercial Av Chile,1062,E25,504184,Transbordo,4886,,315A00
2020-11-15,2020-11-15,05:53:15,105,50260,521A12_GM|Br. El Curubo_521A12,938,614,504279,Transbordo,4067,,521A12
2020-11-15,2020-11-15,05:53:18,105,53011,373A05_TM|373A05_Estaciï¿½ormand,1057,P500,504343,Transbordo,4646,,373A05
2020-11-15,2020-11-15,05:53:19,105,50260,521A12_GM|Br. El Curubo_521A12,938,614,504279,Transbordo,4067,,521A12
2020-11-15,2020-11-15,05:53:21,105,53011,373A05_TM|373A05_Estaciï¿½ormand,1057,P500,504343,Viaje Inicial,4646,,373A05
2020-11-15,2020-11-15,05:53:21,105,33569,009A08_GM|009A08 - Pq. Girasol,963,SE6_GM,504283,Transbordo,4052,,009A08
2020-11-15,2020-11-15,05:53:24,105,53011,373A05_TM|373A05_Estaciï¿½ormand,1057,P500,504343,Viaje Inicial,4646,,373A05
2020-11-15,2020-11-15,05:53:24,105,32542,007A05_GM|007A05 - Colegio Andrï¿½Frey,154,802,504277,Transbordo,3852,,007A05
2020-11-15,2020-11-15,05:53:29,105,29802,158A01_GM|158A01 - Br Chico Navarra,976,801_GM,504109,Transbordo,4116,,158A01
2020-11-15,2020-11-15,05:53:31,105,32542,007A05_GM|007A05 - Colegio Andrï¿½Frey,154,802,504277,Transbordo,3852,,007A05
2020-11-15,2020-11-15,05:53:32,105,55898,491A13_TM|491A13_Canadï¿½a Guirï¿½I Sector,1030,740,504355,Transbordo,4509,,491A13
2020-11-15,2020-11-15,05:53:34,105,55898,491A13_TM|491A13_Canadï¿½a Guirï¿½I Sector,1030,740,504355,Transbordo,4509,,491A13
2020-11-15,2020-11-15,05:53:42,105,55898,491A13_TM|491A13_Canadï¿½a Guirï¿½I Sector,1030,740,504355,Transbordo,4509,,491A13
2020-11-15,2020-11-15,05:53:44,105,45014,183B05_GM|Br. Ferias - 183B05,384,SE14,507098,Transbordo,3833,,183B05
2020-11-15,2020-11-15,05:53:46,105,55898,491A13_TM|491A13_Canadï¿½a Guirï¿½I Sector,1030,740,504355,Transbordo,4509,,491A13
2020-11-15,2020-11-15,05:53:47,105,31001,058A10_GM|058A10 - Parroquia Inmaculado Corazï¿½e Mar,281,577,504366,Transbordo,4177,,058A10
2020-11-15,2020-11-15,05:53:50,105,34318,267A12_GM|267A12 - Br. Diana Turbay,938,614,504271,Transbordo,4067,,267A12
2020-11-15,2020-11-15,05:53:53,105,269,178A05_GM|178A05 - Br. Santa Helenita,538,576.,502088,Transbordo,3596,,178A05
2020-11-15,2020-11-15,05:53:54,105,34318,267A12_GM|267A12 - Br. Diana Turbay,938,614,504271,Transbordo,4067,,267A12
2020-11-15,2020-11-15,05:54:03,105,27693,204A05_GM|Br San Antonio Cl 63_204A05,102,142,502127,Viaje Inicial,3400,,204A05
2020-11-15,2020-11-15,05:54:09,105,50264,204A12_GM|Br. La Cabaï¿½04A12,938,614,504279,Transbordo,4067,,204A12
2020-11-15,2020-11-15,05:54:13,105,50264,204A12_GM|Br. La Cabaï¿½04A12,938,614,504279,Transbordo,4067,,204A12
2020-11-15,2020-11-15,05:54:17,105,53098,126B06_TM|126B06_Avenida Calle 17,1132,950,504023,Transbordo,4981,,126B06
2020-11-15,2020-11-15,05:54:17,105,30978,038A12_GM|C.C. Santa Librada_038A12,385,539,507053,Transbordo,4361,,038A12
2020-11-15,2020-11-15,05:54:18,105,29469,222A05_GM|LA ESPERANZA_222A05,281,577,504381,Transbordo,4178,,222A05
2020-11-15,2020-11-15,05:54:20,105,30978,038A12_GM|C.C. Santa Librada_038A12,385,539,507053,Transbordo,4361,,038A12
2020-11-15,2020-11-15,05:54:22,105,12,194A05_GM|194A05 - CEA,281,577,504360,Transbordo,4178,,194A05
2020-11-15,2020-11-15,05:54:24,105,53012,374A05_TM|374A05_Estaciï¿½odelia,1057,P500,504343,Viaje Inicial,4646,,374A05
2020-11-15,2020-11-15,05:54:25,105,52770,207B05_TM|207B05_Br. San Antonio Urbano,1030,740,504368,Transbordo,4509,,207B05
2020-11-15,2020-11-15,05:54:28,105,44999,177D05_GM|Avenida Ciudad de Cali - 177D05,103,37,502147,Transbordo,2815,,177D05
2020-11-15,2020-11-15,05:54:30,105,53012,374A05_TM|374A05_Estaciï¿½odelia,1057,P500,504343,Viaje Inicial,4646,,374A05
2020-11-15,2020-11-15,05:54:37,105,31315,179A01_GM|179A01 - Instituto Pedagï¿½o Nacional,118,403A,504257,Transbordo,3128,,179A01
2020-11-15,2020-11-15,05:54:37,105,30608,028A09|028A09_MC,154,802,504305,Transbordo,3852,,028A09
2020-11-15,2020-11-15,05:54:44,105,42307,438A12_GM|438A12,938,614,504271,Transbordo,4067,,438A12
2020-11-15,2020-11-15,05:54:46,105,31003,080A10_GM|080A10 - Br. Libertador,117,674,507017,Transbordo,4192,,080A10
2020-11-15,2020-11-15,05:54:49,105,31003,080A10_GM|080A10 - Br. Libertador,117,674,507017,Transbordo,4192,,080A10
2020-11-15,2020-11-15,05:54:49,105,45711,130B05_GM|CAI Normand,385,539,507036,Transbordo,4361,,130B05
2020-11-15,2020-11-15,05:54:51,105,41060,072C07_GM|072C07 - Br Lusitania,538,576.,502151,Transbordo,3596,,072C07
2020-11-15,2020-11-15,05:55:02,105,46510,079B12_TZ|079B12_Br. San Josï¿½ur,938,614,504333,Viaje Inicial,4066,,079B12
2020-11-15,2020-11-15,05:55:04,105,55896,489A13_TM|489A13_Villa del Cerro,1030,740,504355,Transbordo,4509,,489A13
2020-11-15,2020-11-15,05:55:14,105,41060,072C07_GM|072C07 - Br Lusitania,538,576.,502151,Transbordo,3596,,072C07
2020-11-15,2020-11-15,05:55:15,105,45713,027B05_GM|Avenida Calle 63,154,802,504311,Viaje Inicial,3853,,027B05
2020-11-15,2020-11-15,05:55:18,105,41060,072C07_GM|072C07 - Br Lusitania,538,576.,502151,Transbordo,3596,,072C07
2020-11-15,2020-11-15,05:55:20,105,27949,183A05_MC|183A05_Br. Ferias,234,626B,502014,Transbordo,2154,,183A05
2020-11-15,2020-11-15,05:55:20,105,44721,025A06_GM|025A06,938,614,504302,Transbordo,4067,,025A06
2020-11-15,2020-11-15,05:55:21,105,51284,103C04_TM|103C04_C.C. Metrï¿½is,1083,402,507001,Transbordo,4788,,103C04
2020-11-15,2020-11-15,05:55:30,105,42898,055A06_GM|055A06,658,TC6,504388,Transbordo,2348,,055A06
2020-11-15,2020-11-15,05:55:31,105,36963,024A01_ce|024A01_,195,C25,507068,Viaje Inicial,4679,,024A01
2020-11-15,2020-11-15,05:55:36,105,34329,091A10_GM|091A10 - Colegio San Josï¿½e Cafasso,384,SE14,507111,Viaje Inicial,3833,,091A10
2020-11-15,2020-11-15,05:55:36,105,29803,122A01_GM|122A01 - Autopista Norte,976,801_GM,504109,Transbordo,4116,,122A01
2020-11-15,2020-11-15,05:55:41,105,3174,113A12CEEE|113A12,385,539,507053,Transbordo,4361,,113A12
